City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Lima,PE,2021-07-17 03:51:53,-12.0432,-77.0282,61.05,87,90,9.22
293,Maragogi,BR,2021-07-17 03:52:10,-9.0122,-35.2225,71.87,92,21,6.26
294,Kudahuvadhoo,MV,2021-07-17 03:52:11,2.6708,72.8944,83.25,73,51,9.86
295,Porto Santo,PT,2021-07-17 03:52:11,33.072,-16.3415,66.58,82,75,9.22
296,Garowe,SO,2021-07-17 03:52:11,8.4054,48.4845,73.72,60,28,31.74
297,Taormina,IT,2021-07-17 03:52:12,37.8536,15.2885,75.06,72,5,6.33
298,Gat,IL,2021-07-17 03:52:12,31.61,34.7642,76.91,78,0,1.59
299,Esperance,AU,2021-07-17 03:52:12,-33.8667,121.9,57.04,75,100,8.99
300,Bilibino,RU,2021-07-17 03:52:12,68.0546,166.4372,65.19,29,62,5.32
301,Asau,RO,2021-07-17 03:52:13,46.4333,26.4,67.75,72,23,3.18
302,Kuito,AO,2021-07-17 03:52:13,-12.3833,16.9333,49.75,54,7,3.44
303,Los Llanos De Aridane,ES,2021-07-17 03:52:13,28.6585,-17.9182,65.95,83,20,14.97
304,Grootfontein,NA,2021-07-17 03:52:14,-19.5667,18.1167,40.57,87,0,0.0
305,Jackson,US,2021-07-17 03:52:14,42.4165,-122.8345,82.27,28,1,17.27
306,Provost,CA,2021-07-17 03:52:14,52.3501,-110.2683,73.85,69,14,8.52
307,Stilfontein,ZA,2021-07-17 03:52:15,-26.8449,26.7683,38.25,67,0,1.63
308,Idlib,SY,2021-07-17 03:52:15,35.9306,36.6339,77.29,63,0,6.87
309,Honiara,SB,2021-07-17 03:52:15,-9.4333,159.95,87.67,69,24,10.87
310,Nayudupeta,IN,2021-07-17 03:52:16,13.9,79.9,81.48,64,100,8.28
311,Solano,US,2021-07-17 03:52:16,38.2333,-121.9511,77.13,44,1,16.11
312,Ko Samui,TH,2021-07-17 03:52:16,9.5357,99.9357,87.71,70,20,2.3
313,Kargasok,RU,2021-07-17 03:52:16,59.0556,80.8572,54.88,90,99,7.4
314,Torbay,CA,2021-07-17 03:52:17,47.6666,-52.7314,63.68,95,75,5.75
315,Srivardhan,IN,2021-07-17 03:52:17,18.0333,73.0167,81.75,83,95,6.22
316,Port Hardy,CA,2021-07-17 03:52:17,50.6996,-127.4199,57.38,94,75,5.75
317,Kalmunai,LK,2021-07-17 03:52:18,7.4167,81.8167,85.44,68,99,0.38
318,Caravelas,BR,2021-07-17 03:52:18,-17.7125,-39.2481,68.54,92,0,5.03
319,Sobolevo,RU,2021-07-17 03:52:18,54.4299,31.8996,70.92,84,75,3.24
320,Itoman,JP,2021-07-17 03:52:19,26.1247,127.6694,89.98,66,75,8.05
321,Rawlins,US,2021-07-17 03:52:19,41.7911,-107.2387,70.34,30,1,5.75
322,Port Hedland,AU,2021-07-17 03:52:19,-20.3167,118.5667,77.05,16,45,16.11
323,Nebug,RU,2021-07-17 03:52:20,44.1714,39.0036,75.94,63,0,3.02
324,Brownsville,US,2021-07-17 03:51:50,25.9018,-97.4975,82.9,79,1,5.99
325,Govardhan,IN,2021-07-17 03:52:20,27.5,77.4667,99.48,37,73,5.73
326,Mayya,RU,2021-07-17 03:52:21,61.7333,130.2811,79.92,23,3,12.33
327,Salalah,OM,2021-07-17 03:52:21,17.0151,54.0924,78.98,89,52,15.77
328,Moerai,PF,2021-07-17 03:52:21,-22.4333,-151.3333,74.8,74,100,22.48
329,Mackay,AU,2021-07-17 03:52:21,-21.15,149.2,83.05,28,60,10.36
330,Bontang,ID,2021-07-17 03:51:46,0.1333,117.5,80.78,73,100,6.17
331,Harper,LR,2021-07-17 03:52:22,4.375,-7.7169,76.01,82,100,11.43
332,Dabakala,CI,2021-07-17 03:52:22,8.3667,-4.4333,71.51,99,99,4.12
333,Russell,US,2021-07-17 03:52:22,32.3502,-85.1999,78.91,84,20,4.61
334,Darfield,GB,2021-07-17 03:52:23,53.5339,-1.376,64.33,89,0,2.46
335,Shingu,JP,2021-07-17 03:52:23,33.7333,135.9833,85.91,82,60,9.98
336,Soma,TR,2021-07-17 03:52:23,39.1855,27.6094,77.0,62,0,5.17
337,Howard Springs,AU,2021-07-17 03:52:24,-12.497,131.047,91.87,55,69,4.29
338,Yar-Sale,RU,2021-07-17 03:52:24,66.8333,70.8333,55.87,51,91,8.19
339,Alofi,NU,2021-07-17 03:52:24,-19.0595,-169.9187,78.69,83,17,13.8
340,Koumac,NC,2021-07-17 03:52:25,-20.5667,164.2833,79.47,67,2,5.53
341,Taunggyi,MM,2021-07-17 03:52:25,20.7833,97.0333,75.88,70,98,1.61
342,Fortuna,US,2021-07-17 03:50:13,40.5982,-124.1573,58.32,84,13,1.01
343,Bekhteyevka,RU,2021-07-17 03:52:25,50.8072,37.2085,72.5,83,0,6.87
344,Bom Jesus,BR,2021-07-17 03:52:26,-9.0744,-44.3586,67.55,54,7,2.46
345,Talnakh,RU,2021-07-17 03:52:26,69.4865,88.3972,54.12,74,98,2.35
346,Sayansk,RU,2021-07-17 03:52:26,54.1088,102.1648,80.28,45,18,13.49
347,Sur,OM,2021-07-17 03:52:27,22.5667,59.5289,84.54,76,53,15.05
348,Jiuquan,CN,2021-07-17 03:52:27,39.7432,98.5174,92.32,16,0,10.8
349,Mgandu,TZ,2021-07-17 03:52:27,-5.95,34.1333,54.36,59,41,9.55
350,Korla,CN,2021-07-17 03:52:27,41.7597,86.1469,92.88,21,53,7.0
351,Aklavik,CA,2021-07-17 03:52:28,68.2191,-135.0107,66.92,38,97,6.42
352,Kihei,US,2021-07-17 03:52:28,20.785,-156.4656,84.22,71,20,21.85
353,Yarada,IN,2021-07-17 03:52:28,17.65,83.2667,86.32,79,40,2.3
354,Mahajanga,MG,2021-07-17 03:52:29,-15.7167,46.3167,62.62,82,0,4.61
355,Calama,CL,2021-07-17 03:48:09,-22.4667,-68.9333,39.69,19,18,17.27
356,Tome,CL,2021-07-17 03:52:29,-36.6167,-72.95,39.81,78,4,5.35
357,Kruisfontein,ZA,2021-07-17 03:52:30,-34.0033,24.7314,48.02,34,0,7.65
358,Baghdad,IQ,2021-07-17 03:52:30,33.3406,44.4009,84.11,30,0,2.3
359,Uusikaupunki,FI,2021-07-17 03:52:30,60.8004,21.4084,54.12,61,0,2.91
360,Hearst,CA,2021-07-17 03:47:41,49.6835,-83.6665,71.85,50,46,10.51
361,Shurugwi,ZW,2021-07-17 03:52:31,-19.6702,30.0059,41.67,92,20,5.1
362,Aswan,EG,2021-07-17 03:52:31,24.0934,32.907,87.1,20,0,5.75
363,Quatre Cocos,MU,2021-07-17 03:52:31,-20.2078,57.7625,72.09,70,34,17.58
364,The Pas,CA,2021-07-17 03:52:32,53.8251,-101.2541,71.62,60,90,6.91
365,Paamiut,GL,2021-07-17 03:52:32,61.994,-49.6678,45.34,83,92,13.35
366,Sola,VU,2021-07-17 03:52:33,-13.8833,167.55,84.87,79,75,5.75
367,Vasai,IN,2021-07-17 03:52:33,19.47,72.8,84.29,77,87,10.07
368,Winneba,GH,2021-07-17 03:52:33,5.3511,-0.6231,77.47,88,100,12.91
369,Emporia,US,2021-07-17 03:47:39,38.4039,-96.1817,75.4,94,1,5.75
370,Agadez,NE,2021-07-17 03:52:34,19.75,10.25,86.36,15,59,11.81
371,Puerto Ayacucho,VE,2021-07-17 03:52:34,5.6639,-67.6236,73.4,95,100,2.15
372,Ahipara,NZ,2021-07-17 03:52:34,-35.1667,173.1667,60.94,86,100,17.38
373,Kampot,KH,2021-07-17 03:52:34,10.6167,104.1833,86.05,64,79,7.92
374,Flin Flon,CA,2021-07-17 03:52:35,54.7682,-101.865,59.79,52,32,13.49
375,Roebourne,AU,2021-07-17 03:52:35,-20.7833,117.1333,75.04,20,67,16.98
376,Airai,TL,2021-07-17 03:52:35,-8.9266,125.4092,76.17,31,65,3.06
377,Tessalit,ML,2021-07-17 03:52:36,20.1986,1.0114,89.89,12,29,7.78
378,Hobyo,SO,2021-07-17 03:52:36,5.3505,48.5268,77.65,76,98,27.11
379,Oktyabrskiy,RU,2021-07-17 03:52:36,54.4815,53.471,70.29,75,1,4.0
380,Erenhot,CN,2021-07-17 03:52:37,43.6475,111.9767,89.42,31,31,13.02
381,Novikovo,RU,2021-07-17 03:52:37,51.1537,37.8879,71.42,80,4,5.79
382,Margate,GB,2021-07-17 03:52:37,51.3813,1.3862,61.7,81,0,4.0
383,De Aar,ZA,2021-07-17 03:52:37,-30.6497,24.0123,36.09,70,0,1.83
384,Tautira,PF,2021-07-17 03:52:38,-17.7333,-149.15,82.42,72,75,22.03
385,Kon Tum,VN,2021-07-17 03:52:38,14.35,108.0,83.61,68,92,2.57
386,Liverpool,GB,2021-07-17 03:52:38,53.4106,-2.9779,61.83,78,0,4.43
387,Karratha,AU,2021-07-17 03:52:39,-20.7377,116.8463,75.13,20,61,17.58
388,Mazagao,BR,2021-07-17 03:52:39,-0.115,-51.2894,80.65,96,92,5.28
389,Penarroya-Pueblonuevo,ES,2021-07-17 03:52:39,38.3,-5.2667,72.45,37,0,2.73
390,Tabas,IR,2021-07-17 03:52:40,33.5959,56.9244,95.59,20,60,1.5
391,Marzuq,YE,2021-07-17 03:52:40,14.4,46.4667,79.21,36,100,7.94
392,Brunico,IT,2021-07-17 03:52:40,46.7958,11.9364,61.07,96,99,3.96
393,Yarmouth,US,2021-07-17 03:52:41,41.7057,-70.2286,75.65,96,90,5.01
394,Flinders,AU,2021-07-17 03:52:41,-34.5833,150.8552,57.2,52,39,17.0
395,Funadhoo,MV,2021-07-17 03:52:41,6.15,73.2667,81.32,80,84,11.41
396,Tura,IN,2021-07-17 03:52:41,25.5198,90.2201,75.07,96,100,5.1
397,Marsa Matruh,EG,2021-07-17 03:52:42,31.3525,27.2453,79.0,83,40,6.91
398,Stokmarknes,NO,2021-07-17 03:52:42,68.5646,14.9108,55.49,95,100,5.14
399,Rocha,UY,2021-07-17 03:52:42,-34.4833,-54.3333,42.94,90,49,5.99
400,Grand-Santi,GF,2021-07-17 03:52:43,4.25,-54.3833,71.78,99,72,2.1
401,Barra Patuca,HN,2021-07-17 03:52:43,15.8,-84.2833,78.93,82,4,7.34
402,Sabang,ID,2021-07-17 03:52:43,5.8933,95.3214,81.41,75,28,4.59
403,Wanning,CN,2021-07-17 03:52:44,18.8003,110.3967,90.7,59,68,5.59
404,Challapata,BO,2021-07-17 03:52:44,-18.9,-66.7667,38.7,24,0,3.58
405,Awjilah,LY,2021-07-17 03:52:44,29.1081,21.2869,76.93,52,1,7.83
406,Sassandra,CI,2021-07-17 03:52:44,4.95,-6.0833,74.91,89,100,9.24
407,Bangassou,CF,2021-07-17 03:52:45,4.7413,22.8184,67.68,99,97,2.51
408,Parthenay,FR,2021-07-17 03:52:45,46.6667,-0.4167,56.05,95,0,7.87
409,Padang,ID,2021-07-17 03:52:45,-0.9492,100.3543,86.05,53,73,3.6
410,High Rock,BS,2021-07-17 03:52:46,26.6208,-78.2833,77.02,71,7,12.71
411,Faanui,PF,2021-07-17 03:52:46,-16.4833,-151.75,79.93,69,56,21.74
412,Port Lincoln,AU,2021-07-17 03:52:47,-34.7333,135.8667,54.39,59,91,17.65
413,Yei,SS,2021-07-17 03:52:47,4.095,30.6779,65.79,95,100,3.4
414,Chadiza,ZM,2021-07-17 03:52:47,-14.0678,32.4392,49.53,93,17,6.17
415,Lata,PT,2021-07-17 03:52:48,40.1629,-8.3327,63.81,56,0,1.07
416,La Pila,MX,2021-07-17 03:52:48,22.05,-100.8667,62.33,89,100,6.02
417,Havre-Saint-Pierre,CA,2021-07-17 03:52:48,50.2334,-63.5986,57.56,94,1,10.36
418,Mantua,IT,2021-07-17 03:52:49,45.1667,10.7833,69.69,88,100,5.99
419,Vilyuysk,RU,2021-07-17 03:52:49,63.7553,121.6247,79.14,35,78,9.8
420,Clermont,FR,2021-07-17 03:52:49,49.5,2.4167,57.15,97,1,7.65
421,Stribro,CZ,2021-07-17 03:52:50,49.7529,13.0041,66.7,97,41,2.89
422,College,US,2021-07-17 03:52:50,64.8569,-147.8028,81.0,44,40,6.91
423,Kongolo,CD,2021-07-17 03:52:50,-5.3833,27.0,69.24,45,86,4.56
424,Salamiyah,SY,2021-07-17 03:52:51,35.0113,37.0532,77.18,63,0,8.5
425,Port Augusta,AU,2021-07-17 03:52:51,-32.5,137.7667,59.14,38,7,16.73
426,Touros,BR,2021-07-17 03:52:51,-5.1989,-35.4608,74.3,90,3,8.12
427,Naron,ES,2021-07-17 03:52:52,43.5167,-8.1528,66.6,83,2,7.18
428,Altay,CN,2021-07-17 03:52:52,47.8667,88.1167,71.55,51,100,7.14
429,Bojnurd,IR,2021-07-17 03:52:52,37.4747,57.329,69.75,68,0,6.91
430,Ostersund,SE,2021-07-17 03:52:52,63.1792,14.6357,54.05,94,40,0.0
431,Burnie,AU,2021-07-17 03:52:53,-41.0667,145.9167,54.66,77,91,7.45
432,Belaya Gora,RU,2021-07-17 03:52:53,68.5333,146.4167,73.92,31,74,10.56
433,Henties Bay,NA,2021-07-17 03:52:53,-22.116,14.2845,62.85,55,2,1.1
434,Ilaya,PH,2021-07-17 03:52:54,5.8153,125.2267,82.45,73,74,7.07
435,York,US,2021-07-17 03:49:00,40.1254,-77.0,80.44,84,75,9.22
436,Gayny,RU,2021-07-17 03:52:55,60.3071,54.3241,65.7,83,62,1.59
437,Portobelo,PA,2021-07-17 03:52:55,9.55,-79.65,79.86,88,99,8.08
438,Cabo San Lucas,MX,2021-07-17 03:52:16,22.8909,-109.9124,87.62,66,21,9.26
439,Atasu,KZ,2021-07-17 03:52:56,48.6814,71.6433,76.12,28,56,7.58
440,Coihaique,CL,2021-07-17 03:52:56,-45.5752,-72.0662,37.35,81,75,3.44
441,Cavalcante,BR,2021-07-17 03:52:56,-13.7975,-47.4583,67.62,47,0,1.79
442,Teknaf,BD,2021-07-17 03:52:57,20.8624,92.3058,85.14,74,94,4.03
443,Kirchberg,DE,2021-07-17 03:52:57,50.6167,12.5333,66.76,97,100,4.61
444,King City,US,2021-07-17 03:52:57,36.2127,-121.126,83.23,52,0,6.58
445,Ola,RU,2021-07-17 03:52:58,59.5833,151.2833,56.64,94,100,9.73
446,Mission,US,2021-07-17 03:52:58,26.2159,-98.3253,81.99,82,1,3.0
447,Geraldton,AU,2021-07-17 03:52:58,-28.7667,114.6,61.21,82,90,9.22
448,Yingcheng,CN,2021-07-17 03:52:59,30.95,113.55,78.85,70,40,7.63
449,Kindu,CD,2021-07-17 03:52:59,-2.95,25.95,77.0,45,99,2.51
450,San Quintin,MX,2021-07-17 03:52:59,30.4833,-115.95,67.55,87,13,10.74
451,Cayenne,GF,2021-07-17 03:52:59,4.9333,-52.3333,76.08,91,90,0.0
452,Asfi,MA,2021-07-17 03:53:00,32.2994,-9.2372,69.42,85,0,11.07
453,Nhlangano,SZ,2021-07-17 03:53:00,-27.1167,31.2,39.07,94,0,3.98
454,San Jeronimo,PE,2021-07-17 03:53:00,-11.9472,-75.2829,46.44,78,5,1.43
455,Buraydah,SA,2021-07-17 03:53:01,26.326,43.975,90.05,17,100,11.81
456,Tsabong,BW,2021-07-17 03:53:01,-26.0217,22.401,47.14,53,0,9.66
457,Luba,GQ,2021-07-17 03:53:01,3.4568,8.5547,75.09,84,96,7.94
458,Shenandoah,US,2021-07-17 03:53:02,30.4013,-91.0009,77.9,98,94,2.71
459,Samarai,PG,2021-07-17 03:53:02,-10.6167,150.6667,82.18,79,34,13.73
460,Acapulco,MX,2021-07-17 03:53:02,16.8634,-99.8901,79.7,86,72,6.69
461,Mount Gambier,AU,2021-07-17 03:53:03,-37.8333,140.7667,53.51,82,40,23.02
462,La Serena,CL,2021-07-17 03:53:03,-29.9078,-71.2542,49.51,87,0,6.91
463,Shahrud,IR,2021-07-17 03:53:03,36.4182,54.9763,75.96,41,4,11.12
464,Mesetas,CO,2021-07-17 03:53:04,3.3846,-74.0442,70.09,96,100,2.95
465,Baculin,PH,2021-07-17 03:53:04,7.4525,126.5842,86.34,68,100,11.74
466,Northam,GB,2021-07-17 03:53:04,51.0333,-4.2167,65.68,90,0,5.53
467,Westerland,DE,2021-07-17 03:53:05,54.9079,8.3033,62.62,88,0,16.11
468,Iisalmi,FI,2021-07-17 03:53:05,63.5592,27.1907,59.02,66,1,6.42
469,Kholodnyy,RU,2021-07-17 03:53:05,62.7167,147.95,57.79,77,100,9.06
470,Tres Arroyos,AR,2021-07-17 03:53:06,-38.3739,-60.2798,42.93,81,78,15.86
471,Bandarbeyla,SO,2021-07-17 03:53:06,9.4942,50.8122,79.18,60,28,35.16
472,Bludenz,AT,2021-07-17 03:53:06,47.1497,9.8167,61.47,97,87,1.01
473,Sonkovo,RU,2021-07-17 03:53:06,57.7782,37.1571,69.19,79,43,6.73
474,Wattegama,LK,2021-07-17 03:53:07,6.7989,81.4808,83.32,59,95,1.41
475,Cabedelo,BR,2021-07-17 03:53:07,-6.9811,-34.8339,74.07,88,5,8.1
476,Nyaunglebin,MM,2021-07-17 03:53:07,17.95,96.7333,85.21,72,26,3.33
477,Kaohsiung,TW,2021-07-17 03:49:28,22.6163,120.3133,89.69,67,75,5.01
478,Phalodi,IN,2021-07-17 03:53:08,27.1333,72.3667,94.35,49,75,10.13
479,Cagsiay,PH,2021-07-17 03:53:08,14.2167,121.75,86.95,67,100,4.14
480,Pishin,PK,2021-07-17 03:53:08,30.5803,66.9961,83.44,43,9,2.91
481,Kibangay,PH,2021-07-17 03:53:09,8.0497,124.8931,73.69,80,98,2.62
482,Doctor Cecilio Baez,PY,2021-07-17 03:53:09,-25.05,-56.3167,53.76,82,3,2.06
483,Kaduna,NG,2021-07-17 03:53:09,10.5222,7.4383,69.4,95,99,7.7
484,Tamalin,MX,2021-07-17 03:53:10,21.35,-97.8,75.29,96,100,3.67
485,Kamenka,RU,2021-07-17 03:53:10,51.3223,42.7678,70.77,78,94,6.44
486,Nola,IT,2021-07-17 03:52:35,40.922,14.5329,71.46,94,3,1.41
487,Maumere,ID,2021-07-17 03:53:10,-8.6199,122.2111,82.99,57,93,3.53
488,Ngaoundere,CM,2021-07-17 03:53:11,7.3167,13.5833,62.69,97,100,2.3
489,Sechura,PE,2021-07-17 03:53:11,-5.5569,-80.8222,66.2,78,65,12.59
490,Tateyama,JP,2021-07-17 03:53:11,34.9833,139.8667,86.05,73,7,7.05
491,Pochutla,MX,2021-07-17 03:53:12,15.7432,-96.4661,76.82,89,78,4.45
492,Ketchikan,US,2021-07-17 03:53:12,55.3422,-131.6461,53.76,97,100,0.78
493,Pasighat,IN,2021-07-17 03:53:12,28.0667,95.3333,80.17,90,100,0.56
494,Grants,US,2021-07-17 03:48:48,35.1473,-107.8514,71.83,53,90,9.22
495,Xining,CN,2021-07-17 03:53:13,36.6167,101.7667,76.19,43,4,3.74
496,Parrita,CR,2021-07-17 03:53:13,9.5201,-84.3225,82.17,84,98,3.38
497,Camacha,PT,2021-07-17 03:53:13,33.0833,-16.3333,63.82,82,75,9.22
498,Jining,CN,2021-07-17 03:53:14,35.405,116.5814,78.01,1,100,12.8
499,Strelka,RU,2021-07-17 03:53:14,58.0728,93.0344,62.02,94,100,3.0
500,Zhigansk,RU,2021-07-17 03:53:14,66.7697,123.3711,57.25,84,93,16.13
501,Constitucion,CL,2021-07-17 03:53:14,-35.3333,-72.4167,46.0,69,0,12.41
502,Iroquois Falls,CA,2021-07-17 03:53:15,48.7669,-80.6831,62.74,65,71,5.19
503,Cuamba,MZ,2021-07-17 03:53:15,-14.8031,36.5372,52.32,94,7,5.32
504,Pryyutivka,UA,2021-07-17 03:53:15,48.7209,33.0708,72.91,79,13,6.17
505,Miri,MY,2021-07-17 03:53:16,4.4148,114.0089,87.94,70,40,4.61
506,Severodvinsk,RU,2021-07-17 03:53:16,64.5635,39.8302,62.71,70,75,5.23
507,Shache,CN,2021-07-17 03:53:16,38.4167,77.2406,89.11,23,0,11.88
508,Vangaindrano,MG,2021-07-17 03:53:17,-23.35,47.6,67.44,81,82,3.8
509,Lubsko,PL,2021-07-17 03:53:17,51.7847,14.972,70.88,96,100,6.22
510,Kaeo,NZ,2021-07-17 03:53:17,-35.1,173.7833,63.32,96,100,17.96
511,Leua,SK,2021-07-17 03:53:18,48.2156,18.6071,68.11,84,100,4.97
512,Dinghai,CN,2021-07-17 03:53:18,26.2847,119.7936,88.72,80,100,8.39
513,Saraland,US,2021-07-17 03:53:18,30.8207,-88.0706,77.23,93,88,3.69
514,Abu Samrah,SY,2021-07-17 03:53:19,35.3029,37.1841,78.62,56,0,7.87
515,Kodiak,US,2021-07-17 03:53:19,57.79,-152.4072,62.55,74,84,0.67
516,Bantou,CN,2021-07-17 03:53:19,26.2151,117.4893,87.04,71,100,2.46
517,Lewistown,US,2021-07-17 03:53:20,40.5992,-77.5714,73.18,94,1,0.0
518,Mujiayingzi,CN,2021-07-17 03:53:20,42.1167,118.7833,82.9,58,82,12.41
519,Ilulissat,GL,2021-07-17 03:53:20,69.2167,-51.1,43.11,66,73,8.55
520,Roald,NO,2021-07-17 03:53:21,62.5833,6.1333,63.1,82,90,23.02
521,Varkaus,FI,2021-07-17 03:53:21,62.3153,27.873,64.31,55,0,4.16
522,Kavaratti,IN,2021-07-17 03:53:21,10.5669,72.642,82.6,77,99,16.04
523,Hajnowka,PL,2021-07-17 03:53:21,52.7433,23.5812,72.79,87,27,3.69
524,Pandan,PH,2021-07-17 03:53:22,14.0453,124.1694,87.76,65,100,4.5
525,Talakan,RU,2021-07-17 03:53:22,50.3167,130.3667,81.93,40,34,10.38
526,Novorzhev,RU,2021-07-17 03:53:22,57.0294,29.3338,67.93,95,5,2.26
527,Ilhabela,BR,2021-07-17 03:53:23,-23.7781,-45.3581,66.49,90,93,2.77
528,Yanzhou,CN,2021-07-17 03:53:23,35.5528,116.8286,77.86,83,100,12.91
529,Avera,US,2021-07-17 03:53:23,33.194,-82.5271,76.51,67,90,4.56
530,Hirara,JP,2021-07-17 03:53:24,24.8,125.2833,89.46,74,75,13.8
531,Marrakesh,MA,2021-07-17 03:53:24,31.6315,-8.0083,77.07,53,0,2.3
532,Rostusa,MK,2021-07-17 03:53:24,41.61,20.6,60.48,74,14,1.39
533,Ercis,TR,2021-07-17 03:53:25,39.0287,43.3586,69.69,40,8,4.45
534,Mareeba,AU,2021-07-17 03:53:25,-17.0,145.4333,91.33,54,35,7.29
535,Nenjiang,CN,2021-07-17 03:53:25,49.1833,125.2167,81.27,62,100,6.62
536,Lasa,IT,2021-07-17 03:53:26,46.6166,10.7002,63.48,96,100,7.67
537,Lillooet,CA,2021-07-17 03:53:26,50.6856,-121.942,79.52,66,42,6.58
538,Isetskoye,RU,2021-07-17 03:53:26,56.4858,65.3226,66.92,48,90,2.06
539,Bertoua,CM,2021-07-17 03:53:26,4.5833,13.6833,65.66,99,100,4.05
540,Orasac,BA,2021-07-17 03:53:27,44.6289,16.0711,62.44,99,100,2.95
541,Sudzha,RU,2021-07-17 03:53:27,51.1976,35.2726,70.2,79,3,4.38
542,Moree,AU,2021-07-17 03:53:27,-29.4667,149.85,59.02,47,40,21.85
543,Severo-Kurilsk,RU,2021-07-17 03:53:28,50.6789,156.125,58.28,80,100,5.84
544,Mbaiki,CF,2021-07-17 03:53:28,3.8678,17.9892,71.46,89,100,1.14
545,Kununurra,AU,2021-07-17 03:53:28,-15.7667,128.7333,84.18,17,72,12.66
546,Mafinga,TZ,2021-07-17 03:53:29,-7.25,35.0667,57.81,57,9,4.16
547,Laguna,US,2021-07-17 03:53:29,38.421,-121.4238,87.62,47,0,8.68
548,Coquimbo,CL,2021-07-17 03:53:16,-29.9533,-71.3436,49.73,87,0,6.91
549,Podyuga,RU,2021-07-17 03:53:29,61.095,40.8647,67.26,81,36,7.11
550,Grindavik,IS,2021-07-17 03:53:30,63.8424,-22.4338,49.95,100,90,10.36
551,Mogadishu,SO,2021-07-17 03:53:30,2.0371,45.3438,77.0,78,85,20.65
552,Onguday,RU,2021-07-17 03:53:30,50.75,86.15,69.1,49,34,7.96
553,Vao,NC,2021-07-17 03:53:31,-22.6667,167.4833,73.72,88,2,6.38
554,Moissala,TD,2021-07-17 03:53:31,8.3404,17.7663,69.73,96,100,3.22
555,Awbari,LY,2021-07-17 03:53:31,26.5921,12.7805,85.32,21,2,4.83
556,Sao Francisco,BR,2021-07-17 03:53:32,-15.9486,-44.8644,66.69,45,0,1.61
557,Outram,MY,2021-07-17 03:53:32,1.2829,103.8379,87.93,70,75,6.91
558,Saint Anthony,US,2021-07-17 03:53:32,45.0205,-93.218,73.33,70,1,0.0
559,Ascension,US,2021-07-17 03:53:32,30.2169,-90.9001,78.03,97,1,0.0
560,Nakonde,ZM,2021-07-17 03:53:33,-9.3421,32.745,49.15,91,4,8.32
561,Kenai,US,2021-07-17 03:53:33,60.5544,-151.2583,75.02,68,1,9.22
562,Waitara,NZ,2021-07-17 03:53:33,-38.925,174.25,60.71,86,89,26.06
563,Delcevo,MK,2021-07-17 03:49:32,41.9672,22.7694,63.34,80,1,3.18
564,Dajal,PK,2021-07-17 03:53:34,29.5577,70.3762,104.16,33,16,3.67
565,Liling,CN,2021-07-17 03:53:34,27.6667,113.5,89.49,43,91,2.26
566,Douala,CM,2021-07-17 03:53:34,4.0483,9.7043,75.11,100,75,4.61
567,Wewak,PG,2021-07-17 03:53:35,-3.5534,143.6268,85.51,70,100,6.29
568,Benidorm,ES,2021-07-17 03:53:35,38.5382,-0.131,74.59,74,0,2.62
569,Mezen,RU,2021-07-17 03:53:35,65.8522,44.24,54.3,89,90,7.67
570,Noyabrsk,RU,2021-07-17 03:53:36,63.1994,75.4507,51.57,95,100,3.6
571,Bahia Honda,CU,2021-07-17 03:53:36,22.9036,-83.1592,77.81,83,24,7.45
572,Matay,EG,2021-07-17 03:53:36,28.419,30.7792,82.83,36,2,7.9
573,Yining,CN,2021-07-17 03:53:37,29.0361,114.5636,83.8,83,100,3.96
574,Aykhal,RU,2021-07-17 03:53:37,66.0,111.5,67.17,68,100,10.89
575,Rehoboth,NA,2021-07-17 03:53:37,-23.3167,17.0833,43.38,52,0,2.13
