City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
347,Meshcherino,RU,55.1957,38.36,57.02,72,83,5.46,broken clouds
348,Olafsvik,IS,64.8945,-23.7142,52.5,98,100,10.36,overcast clouds
349,Elko,US,41.0002,-115.5012,87.75,10,82,11.01,broken clouds
350,Grand Gaube,MU,-20.0064,57.6608,68.38,77,32,3.0,scattered clouds
351,Warri,NG,5.5167,5.75,72.72,87,90,4.09,overcast clouds
352,Dubrovytsya,UA,51.5744,26.565,60.96,81,54,1.57,broken clouds
353,Barentu,ER,15.1139,37.5928,67.32,88,100,5.68,overcast clouds
354,Oranjemund,NA,-28.55,16.4333,57.13,28,4,17.13,clear sky
355,Tugulym,RU,57.0591,64.6425,60.87,97,99,3.65,light rain
356,Kalat,PK,29.0225,66.5916,73.72,46,76,3.27,broken clouds
357,Ulladulla,AU,-35.35,150.4667,61.88,56,65,15.57,broken clouds
358,Nongan,CN,44.382,125.1685,88.21,47,14,16.2,few clouds
359,Port-Gentil,GA,-0.7193,8.7815,74.46,80,100,10.65,overcast clouds
360,Kalmunai,LK,7.4167,81.8167,84.27,61,91,8.68,overcast clouds
361,Cape Canaveral,US,28.4058,-80.6048,80.98,88,100,7.81,overcast clouds
362,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,2.3,broken clouds
363,Saint-Francois,FR,46.4154,3.9054,70.18,100,75,8.05,broken clouds
364,Dingle,PH,10.9995,122.6711,84.63,76,100,19.33,overcast clouds
365,Arlit,NE,18.7369,7.3853,83.88,52,87,17.16,overcast clouds
366,Sapa,PH,5.1544,120.3241,85.8,74,13,14.47,few clouds
367,Sooke,CA,48.3746,-123.7276,73.29,68,42,23.02,scattered clouds
368,Jumla,NP,29.2747,82.1838,66.92,91,91,2.95,overcast clouds
369,Jalu,LY,29.0331,21.5482,77.04,44,0,8.93,clear sky
370,Koulikoro,ML,14.0,-7.75,76.42,76,29,6.62,scattered clouds
371,Hasaki,JP,35.7333,140.8333,90.28,71,8,10.4,clear sky
372,Djambala,CG,-2.5447,14.7533,65.46,75,98,3.85,overcast clouds
373,Moroni,KM,-11.7022,43.2551,75.31,75,2,19.1,clear sky
374,Aquiraz,BR,-3.9014,-38.3911,80.69,79,26,14.72,scattered clouds
375,Tari,NG,12.4086,4.4914,75.04,86,99,8.55,overcast clouds
376,Palauig,PH,15.435,119.9045,82.09,87,100,15.66,light rain
377,Severo-Kurilsk,RU,50.6789,156.125,57.9,90,84,5.48,broken clouds
378,Batemans Bay,AU,-35.7167,150.1833,60.91,51,79,12.37,broken clouds
379,Ternate,ID,0.8,127.4,83.82,73,100,8.3,overcast clouds
380,Fort Nelson,CA,58.8053,-122.7002,69.39,43,75,5.75,broken clouds
381,Novopskov,UA,49.5464,39.0899,62.31,70,0,3.47,clear sky
382,Pontes E Lacerda,BR,-15.2261,-59.3353,71.46,46,0,2.37,clear sky
383,Belmonte,BR,-15.8631,-38.8828,66.7,77,100,10.87,overcast clouds
384,Villazon,BO,-22.0866,-65.5942,47.26,24,57,5.66,broken clouds
385,Tura,IN,25.5198,90.2201,76.84,90,88,8.84,overcast clouds
386,Pangnirtung,CA,66.1451,-65.7125,43.21,78,18,1.68,few clouds
387,Mayang Imphal,IN,24.6167,93.8833,80.65,78,75,3.44,mist
388,Alcudia,ES,39.8532,3.1214,82.2,69,42,3.58,scattered clouds
389,Ambilobe,MG,-13.2,49.05,59.95,91,8,4.25,clear sky
390,Kokopo,PG,-4.352,152.2633,86.32,63,63,8.7,broken clouds
391,Axim,GH,4.8699,-2.2405,75.31,78,93,9.19,overcast clouds
392,Byron Bay,AU,-28.65,153.6167,73.06,45,0,11.83,clear sky
393,Coro,VE,11.4045,-69.6734,78.73,86,75,15.01,broken clouds
394,Polunochnoye,RU,60.8697,60.4153,59.59,59,84,5.17,broken clouds
395,Waynesville,US,35.4887,-82.9887,72.0,88,5,3.36,clear sky
396,Malindi,KE,-3.2175,40.1191,75.54,78,11,19.86,few clouds
397,Araxa,BR,-19.5933,-46.9406,60.76,59,0,10.36,clear sky
398,Egvekinot,RU,66.3167,-179.1667,48.33,84,100,6.31,overcast clouds
399,Smithers,CA,54.7804,-127.1743,61.12,82,75,3.44,light rain
400,Nizhniy Odes,RU,63.6445,54.856,47.55,97,100,9.44,overcast clouds
401,San Cristobal,VE,7.7669,-72.225,66.33,98,84,3.8,broken clouds
402,San Policarpo,PH,12.1791,125.5072,85.89,64,98,10.04,overcast clouds
403,Durres,AL,41.3231,19.4414,62.78,63,0,4.85,clear sky
404,Rivadavia,AR,-33.1905,-68.4608,55.87,34,0,11.79,clear sky
405,Haines Junction,CA,60.7522,-137.5108,66.15,42,31,11.5,scattered clouds
406,Hami,CN,42.8,93.45,88.34,41,61,12.48,broken clouds
407,Tuatapere,NZ,-46.1333,167.6833,55.81,67,81,4.38,broken clouds
408,Kerema,PG,-7.9631,145.7785,78.06,87,100,0.51,overcast clouds
409,Makakilo City,US,21.3469,-158.0858,82.56,64,40,13.8,scattered clouds
410,Lethem,GY,3.3803,-59.7968,75.09,91,100,4.0,overcast clouds
411,Ostrovnoy,RU,68.0531,39.5131,43.21,95,100,25.32,overcast clouds
412,Salinopolis,BR,-0.6136,-47.3561,77.63,86,10,10.33,clear sky
413,Lucapa,AO,-8.4192,20.7447,60.69,40,4,3.87,clear sky
414,Bukachacha,RU,52.9833,116.9167,69.19,64,85,6.87,light rain
415,Derzhavinsk,KZ,51.1,66.3167,81.3,30,98,10.96,overcast clouds
416,Vestmannaeyjar,IS,63.4427,-20.2734,53.31,99,100,14.38,overcast clouds
417,Piacabucu,BR,-10.4056,-36.4344,71.38,88,87,8.14,overcast clouds
418,Abaete,BR,-19.16,-45.4458,57.45,61,0,3.2,clear sky
419,Autun,FR,46.95,4.3,66.65,100,100,2.77,moderate rain
420,Maceio,BR,-9.6658,-35.7353,69.24,94,75,10.36,broken clouds
421,Ankang,CN,32.68,109.0172,82.04,73,97,3.31,overcast clouds
422,Baruun-Urt,MN,46.6806,113.2792,81.07,39,9,7.31,clear sky
423,Kieta,PG,-6.2167,155.6333,84.25,71,90,5.17,light rain
424,Sevierville,US,35.8681,-83.5618,79.02,74,20,0.0,few clouds
425,Saurimo,AO,-9.6608,20.3916,56.07,43,8,5.79,clear sky
426,Williston,US,48.147,-103.618,84.61,21,0,4.54,clear sky
427,Cristalina,BR,-16.7686,-47.6136,55.58,51,16,7.2,few clouds
428,Bat Khela,PK,34.6167,71.9714,89.1,38,1,1.77,clear sky
429,Jipijapa,EC,-1.3333,-80.5833,69.3,89,73,5.06,broken clouds
430,Areosa,PT,41.7178,-8.8571,65.32,95,42,1.01,scattered clouds
431,Igrim,RU,63.1906,64.4162,59.38,60,6,7.11,clear sky
432,Qurbus,TN,36.8167,10.5687,77.34,62,0,7.99,clear sky
433,Ahipara,NZ,-35.1667,173.1667,59.27,61,1,4.88,clear sky
434,Tomatlan,MX,19.9333,-105.25,79.66,91,86,3.98,overcast clouds
435,Temiscaming,CA,46.7212,-79.0971,63.95,82,20,1.14,few clouds
436,Ann Arbor,US,42.2776,-83.7409,72.45,90,1,1.01,mist
437,Palm Harbor,US,28.0781,-82.7637,85.8,84,40,5.75,scattered clouds
438,Bharatpur,IN,27.2167,77.4833,90.55,62,94,6.46,overcast clouds
439,Emilio Carranza,MX,19.9711,-96.6114,78.1,83,0,8.66,clear sky
440,Bay Roberts,CA,47.5999,-53.2648,58.51,96,100,7.7,overcast clouds
441,Marquette,US,46.5333,-87.6335,69.67,91,82,10.96,broken clouds
442,San Vicente,AR,-26.6167,-54.1333,57.65,68,0,3.6,clear sky
443,Ust-Kuyga,RU,70.0167,135.6,69.76,45,49,7.54,scattered clouds
444,Qarqin,AF,37.4185,66.0436,92.73,11,0,4.85,clear sky
445,Tarancon,ES,40.0085,-3.0073,68.49,36,0,4.99,clear sky
446,Gandu,BR,-13.7439,-39.4867,59.76,93,80,3.27,broken clouds
447,Gamboma,CG,-1.8764,15.8644,71.94,63,36,3.53,scattered clouds
448,Mercedes,AR,-34.6515,-59.4307,63.01,81,96,7.11,overcast clouds
449,Crotone,IT,39.0851,17.1178,70.93,60,0,1.9,clear sky
450,Saldanha,ZA,-33.0117,17.9442,41.05,60,0,9.86,clear sky
451,Saint-Augustin,CA,51.226,-58.6502,49.3,91,100,10.87,overcast clouds
452,Micomeseng,GQ,2.1462,10.6164,67.84,98,99,2.17,overcast clouds
453,Stornoway,GB,58.2093,-6.3865,56.93,100,71,0.0,broken clouds
454,Bilma,NE,18.6853,12.9164,86.95,47,9,13.2,clear sky
455,Mumias,KE,0.3351,34.4864,60.67,66,68,3.18,broken clouds
456,Santa Catalina,PH,9.3337,122.8637,84.96,75,60,15.08,broken clouds
457,Rusanesti,RO,43.9333,24.6,64.85,54,63,3.51,broken clouds
458,San Matias,BO,-16.3667,-58.4,74.34,34,0,5.19,clear sky
459,Javornik,CZ,50.3908,17.0027,64.65,65,48,3.85,scattered clouds
460,Fuerte Olimpo,PY,-21.0415,-57.8738,71.82,38,0,5.75,clear sky
461,Waling,NP,27.9833,83.7667,79.52,85,94,2.1,overcast clouds
462,Qinhuangdao,CN,39.9317,119.5883,84.18,72,1,8.43,clear sky
463,Anadyr,RU,64.75,177.4833,55.9,87,90,11.01,light rain
464,Porto Santo,PT,33.072,-16.3415,71.31,78,40,12.66,scattered clouds
465,Kenora,CA,49.8167,-94.4337,79.77,61,40,4.61,smoke
466,Guerrero Negro,MX,27.9769,-114.0611,70.7,81,69,14.83,broken clouds
467,Sao Borja,BR,-28.6606,-56.0044,59.79,60,0,7.92,clear sky
468,Bow Island,CA,49.8668,-111.3684,80.62,35,3,3.44,clear sky
469,Samarai,PG,-10.6167,150.6667,81.1,82,68,11.12,broken clouds
470,Billings,US,45.7833,-108.5007,85.15,21,0,1.01,clear sky
471,Barra Patuca,HN,15.8,-84.2833,79.09,85,75,8.34,broken clouds
472,Lagoa,PT,39.05,-27.9833,69.98,95,94,12.08,overcast clouds
473,Parabel,RU,58.6978,81.4825,74.17,56,1,5.03,clear sky
474,Ugoofaaru,MV,5.6667,73.0,82.56,75,100,11.23,overcast clouds
475,Kjollefjord,NO,70.9457,27.3465,44.91,87,100,32.17,overcast clouds
476,Honiara,SB,-9.4333,159.95,83.68,81,31,4.61,scattered clouds
477,Yuzhno-Kurilsk,RU,44.0306,145.8556,68.68,83,68,9.91,broken clouds
478,Kalulushi,ZM,-12.8378,28.0919,42.76,84,41,7.47,scattered clouds
479,Kaitong,CN,44.8135,123.15,92.17,41,47,14.23,scattered clouds
480,Gigmoto,PH,13.7796,124.39,86.77,72,93,18.45,light rain
481,Natal,BR,-5.795,-35.2094,75.42,88,90,6.91,overcast clouds
482,Klyuchi,RU,52.2667,79.1667,70.84,69,100,2.62,overcast clouds
483,Lagoa Santa,BR,-19.6272,-43.8897,61.77,63,0,3.44,clear sky
484,Wanning,CN,18.8003,110.3967,87.35,67,44,4.61,scattered clouds
485,Kudahuvadhoo,MV,2.6708,72.8944,82.63,77,100,12.24,moderate rain
486,Hamilton,US,39.1834,-84.5333,74.37,78,44,2.1,scattered clouds
487,Bereda,ES,43.2686,-7.5406,61.41,93,97,5.86,overcast clouds
488,Veraval,IN,20.9,70.3667,83.21,84,92,17.38,overcast clouds
489,Hammerfest,NO,70.6634,23.6821,45.05,93,90,8.05,drizzle
490,Beruwala,LK,6.4788,79.9828,80.2,83,41,9.75,scattered clouds
491,Mizdah,LY,31.4451,12.9801,69.04,63,0,4.65,clear sky
492,Sovetskaya Gavan,RU,48.9723,140.2878,81.03,66,99,8.93,overcast clouds
493,Janakkala,FI,60.9,24.6,51.48,74,2,3.33,clear sky
494,Okmulgee,US,35.6234,-95.9605,84.92,83,1,0.0,clear sky
495,San Juan,AR,-31.5375,-68.5364,56.32,32,1,12.84,clear sky
496,Alta Floresta,BR,-9.8756,-56.0861,71.46,46,21,4.16,few clouds
497,Coihaique,CL,-45.5752,-72.0662,37.35,81,20,8.05,few clouds
498,Asau,RO,46.4333,26.4,62.76,75,98,2.19,overcast clouds
499,Rosetta,EG,31.4044,30.4164,76.82,67,0,17.67,clear sky
500,Dalnerechensk,RU,45.9339,133.7225,97.86,38,100,7.34,overcast clouds
501,Kurchum,KZ,48.5722,83.6542,76.82,49,36,5.39,scattered clouds
502,Dhidhdhoo,MV,6.8833,73.1,81.81,79,96,12.84,moderate rain
503,Kayes,ML,14.0,-11.0,75.63,84,60,5.88,broken clouds
504,Moose Factory,CA,51.2585,-80.6094,73.4,53,1,9.22,clear sky
505,Padang,ID,-0.9492,100.3543,82.45,65,99,2.66,overcast clouds
506,Poya,NC,-21.35,165.15,79.95,57,1,7.23,clear sky
507,Kokkola,FI,63.8385,23.1307,60.93,83,0,2.3,clear sky
508,Ulaanbaatar,MN,47.9077,106.8832,71.73,53,0,4.47,clear sky
509,Talnakh,RU,69.4865,88.3972,66.81,79,100,21.61,light rain
510,Zyryanskoye,RU,56.8306,86.6258,71.51,62,45,8.63,scattered clouds
511,Guarapari,BR,-20.6667,-40.4975,64.29,69,79,1.72,broken clouds
512,Kibre Mengist,ET,5.8833,38.9833,58.39,91,100,2.93,light rain
513,Bolu,TR,40.6667,31.5833,52.59,92,7,2.8,clear sky
514,Humberto De Campos,BR,-2.5983,-43.4611,73.81,86,17,3.49,few clouds
515,Qasigiannguit,GL,68.8193,-51.1922,39.83,86,100,7.07,overcast clouds
516,Murgab,TM,37.4966,61.9714,78.67,36,0,0.0,clear sky
517,Asmar,AF,35.0333,71.3581,86.79,42,2,1.16,clear sky
518,Nome,US,64.5011,-165.4064,53.17,76,26,15.9,scattered clouds
519,Ust-Nera,RU,64.5667,143.2,69.69,59,100,2.98,overcast clouds
520,Xiaoyi,CN,34.6178,109.703,87.44,52,45,6.4,scattered clouds
521,Kiruna,SE,67.8557,20.2251,41.92,81,90,2.3,overcast clouds
522,Maxixe,MZ,-23.8597,35.3472,59.49,76,61,9.84,light rain
523,Yar-Sale,RU,66.8333,70.8333,56.5,71,7,8.08,clear sky
524,Pacific Grove,US,36.6177,-121.9166,70.81,86,34,1.99,scattered clouds
525,Panzhihua,CN,26.5851,101.7128,80.89,71,97,1.1,overcast clouds
526,North Bend,US,43.4065,-124.2243,63.88,80,0,1.99,clear sky
527,Puerto Princesa,PH,9.7392,118.7353,89.38,59,98,13.65,overcast clouds
528,Jinchang,CN,38.4953,102.1739,87.01,34,20,6.53,few clouds
529,Emerald,AU,-23.5333,148.1667,74.34,28,0,13.8,clear sky
530,Husavik,IS,66.0449,-17.3389,58.91,80,82,8.75,broken clouds
531,Rio Grande,BR,-32.035,-52.0986,59.65,88,0,6.98,light rain
532,Novouzensk,RU,50.4592,48.1431,66.51,52,0,6.44,clear sky
533,Horki,BY,54.2861,30.9842,54.99,91,3,5.26,clear sky
534,Sabang,ID,5.8933,95.3214,83.61,78,98,21.18,overcast clouds
535,Durango,MX,24.8333,-104.8333,65.53,71,100,5.73,overcast clouds
536,Tecoanapa,MX,16.5167,-98.75,80.92,85,100,5.32,overcast clouds
537,Felanitx,ES,39.4696,3.1483,80.96,82,88,3.09,overcast clouds
538,Weatherford,US,32.7593,-97.7972,86.79,68,0,15.17,clear sky
539,Palmer,US,42.1584,-72.3287,65.46,82,27,3.27,scattered clouds
540,Kishi,NG,9.0833,3.85,68.47,93,85,6.8,overcast clouds
541,Chai Badan,TH,15.2,101.1333,71.83,95,100,8.48,light rain
542,Krasnorechenskiy,RU,44.6265,135.3532,93.81,41,23,2.21,few clouds
543,Lalibela,ET,12.0333,39.0333,57.11,89,100,2.51,light rain
544,Akyab,MM,20.15,92.9,84.22,82,99,13.35,overcast clouds
545,Vorotynets,RU,56.0603,45.8633,53.78,94,25,8.59,scattered clouds
546,Itapora,BR,-22.0799,-54.7874,65.48,46,0,6.67,clear sky
547,Cotonou,BJ,6.3654,2.4183,78.78,83,40,12.66,scattered clouds
548,Nerchinskiy Zavod,RU,51.3088,119.61,72.81,56,1,10.8,clear sky
549,Elizabeth City,US,36.2946,-76.2511,77.02,87,73,4.25,broken clouds
550,Angoche,MZ,-16.2325,39.9086,72.23,61,98,19.28,overcast clouds
551,Marsa Matruh,EG,31.3525,27.2453,77.2,65,0,11.5,clear sky
552,Marovoay,MG,-16.1,46.6333,64.54,77,1,5.01,clear sky
553,Shirwal,IN,18.1333,73.9833,71.78,96,100,5.14,overcast clouds
554,Zholymbet,KZ,51.7433,71.7122,77.36,33,5,6.04,clear sky
555,Dudinka,RU,69.4058,86.1778,67.86,75,100,28.43,overcast clouds
556,Kununurra,AU,-15.7667,128.7333,89.58,25,76,11.5,broken clouds
557,Aktas,KZ,49.7789,72.9608,74.95,36,0,7.87,clear sky
558,Xuchang,CN,34.0167,113.8167,83.28,72,58,6.04,broken clouds
559,Kargasok,RU,59.0556,80.8572,75.07,51,0,6.31,clear sky
560,Yumen,CN,40.2833,97.2,83.03,33,94,8.25,light rain
561,Zhengjiatun,CN,43.5064,123.5064,89.51,46,6,19.55,clear sky
562,Estelle,US,29.8458,-90.1067,88.0,69,96,4.0,overcast clouds
563,Pucara,PE,-15.9803,-71.4606,33.93,40,39,0.63,scattered clouds
564,Brae,GB,60.3964,-1.353,53.51,94,93,5.48,overcast clouds
565,De Aar,ZA,-30.6497,24.0123,27.07,79,4,8.34,clear sky
566,Santa Maria,BR,-29.6842,-53.8069,52.9,94,0,3.44,clear sky
567,Meulaboh,ID,4.1363,96.1285,82.69,71,94,2.89,light rain
568,Amherst,US,41.3978,-82.2224,73.49,78,49,1.01,scattered clouds
569,Khalkhal,IR,37.6189,48.5258,61.61,70,0,7.47,clear sky
570,Santa Luzia,BR,-19.7697,-43.8514,61.7,76,0,0.0,clear sky
571,Nogliki,RU,51.8333,143.1667,70.95,78,75,10.74,broken clouds
572,Pozo Colorado,PY,-23.4923,-58.7972,69.69,36,0,6.2,clear sky
573,Kyshtovka,RU,56.555,76.6271,74.26,66,37,5.44,scattered clouds
574,Mecca,SA,21.4267,39.8261,86.95,37,97,3.98,overcast clouds
575,Tastur,TN,36.5513,9.4431,82.02,37,0,1.74,clear sky
576,Mookane,BW,-23.688,26.6595,43.29,47,0,10.47,clear sky
577,Aykhal,RU,66.0,111.5,65.19,61,91,15.99,overcast clouds
578,Yinchuan,CN,38.4681,106.2731,84.72,44,38,7.56,scattered clouds
579,Belyy Yar,RU,53.6039,91.3903,73.29,64,0,8.95,clear sky
580,Wenling,CN,28.3669,121.36,75.85,93,100,26.6,light rain
581,Margate,GB,51.3813,1.3862,64.31,89,100,3.0,overcast clouds
582,Paoua,CF,7.2427,16.4406,66.92,96,87,3.11,overcast clouds
583,Qianan,CN,44.9932,124.0581,91.08,43,67,16.84,broken clouds
584,Bogalusa,US,30.791,-89.8487,83.7,89,1,0.0,clear sky
585,Hualmay,PE,-11.0964,-77.6139,62.6,85,31,9.26,scattered clouds
586,Severo-Yeniseyskiy,RU,60.3725,93.0408,76.17,38,3,4.38,clear sky
587,Cayenne,GF,4.9333,-52.3333,80.1,84,0,0.0,clear sky
588,Eureka,US,40.8021,-124.1637,61.2,75,1,1.01,clear sky
589,Luwuk,ID,-0.9516,122.7875,83.55,64,90,8.08,overcast clouds
590,Ardatov,RU,55.2421,43.097,54.07,86,55,6.38,broken clouds
591,Conde,BR,-7.2597,-34.9075,71.06,94,0,6.91,clear sky
592,Bose,IT,45.4612,8.0137,73.29,76,64,2.48,broken clouds
593,Sept-Iles,CA,50.2001,-66.3821,61.05,87,75,4.61,broken clouds
594,Irece,BR,-11.3042,-41.8558,63.95,78,47,14.36,scattered clouds
595,Cururupu,BR,-1.8283,-44.8683,73.02,93,5,2.77,clear sky
596,Zhezkazgan,KZ,47.8043,67.7144,85.3,26,4,3.22,clear sky
597,Kansanshi,ZM,-12.0951,26.4273,55.31,71,71,4.52,broken clouds
598,Pochutla,MX,15.7432,-96.4661,81.82,86,97,5.14,overcast clouds
599,Beira,MZ,-19.8436,34.8389,66.29,72,40,15.01,scattered clouds
600,Kyrylivka,UA,46.3759,35.3675,67.89,59,0,10.69,clear sky
601,Jacareacanga,BR,-6.2222,-57.7528,77.88,58,48,0.18,scattered clouds
602,Sandakan,MY,5.8402,118.1179,87.48,74,20,7.0,few clouds
603,Lebork,PL,54.5392,17.7501,58.91,94,0,2.95,clear sky
604,Regeneracao,BR,-6.2378,-42.6883,69.17,39,3,4.99,clear sky
605,Carballo,ES,43.213,-8.691,64.0,92,62,5.77,broken clouds
606,Hervey Bay,AU,-25.2986,152.8535,77.11,58,23,10.25,few clouds
607,Ballybofey,IE,54.8,-7.7833,61.21,95,79,0.29,broken clouds
608,Terrace,CA,54.5163,-128.6035,59.43,99,100,0.27,light rain
609,Khasan,RU,42.4308,130.6434,82.0,73,44,6.15,scattered clouds
610,Lensk,RU,60.7253,114.9278,78.04,41,4,6.6,clear sky
611,Pimentel,PE,-6.8367,-79.9342,64.99,84,79,1.99,broken clouds
612,Dinghai,CN,26.2847,119.7936,90.52,75,95,8.14,overcast clouds
613,Puerto Madryn,AR,-42.7692,-65.0385,46.74,41,47,8.05,scattered clouds
614,Kargala,RU,56.6208,83.9607,73.71,56,97,8.01,overcast clouds
615,Aleksandrovskoye,RU,44.7142,43.0008,64.54,86,46,4.72,scattered clouds
616,Yelizovo,RU,53.1873,158.3805,71.74,60,75,6.71,broken clouds
617,Srednekolymsk,RU,67.45,153.6833,67.28,38,60,6.2,broken clouds
618,Mandera,KE,3.9366,41.867,74.79,66,99,18.54,overcast clouds
619,Opuwo,NA,-18.0607,13.84,49.55,12,0,8.66,clear sky
620,Balkhash,KZ,46.844,74.9804,77.61,44,0,13.42,clear sky
621,Kaitangata,NZ,-46.2817,169.8464,52.93,60,15,6.53,few clouds
622,Manokwari,ID,-0.8667,134.0833,76.51,88,100,3.96,moderate rain
623,Rawson,AR,-43.3002,-65.1023,45.66,43,30,9.37,scattered clouds
624,Otake,JP,34.2,132.2167,85.69,69,100,3.94,overcast clouds
625,Andapa,MG,-14.65,49.65,57.47,97,33,2.95,scattered clouds
626,Arica,CL,-18.475,-70.3042,61.03,77,90,5.75,overcast clouds
627,Radchenko,RU,56.6803,36.3718,54.07,72,100,5.75,overcast clouds
628,Balkanabat,TM,39.5108,54.3671,85.87,51,0,5.93,clear sky
629,Ossora,RU,59.2353,163.0719,58.75,81,81,7.7,broken clouds
630,Bardiyah,LY,31.7561,25.0865,76.21,67,0,12.12,clear sky
631,Sheregesh,RU,52.9209,87.9869,72.32,72,58,1.7,broken clouds
632,Saskatoon,CA,52.1168,-106.6345,76.98,28,20,8.01,few clouds
633,Mazatlan,MX,23.2167,-106.4167,86.02,71,13,1.01,few clouds
634,Nueve De Julio,AR,-35.4444,-60.8831,54.55,77,99,10.92,overcast clouds
635,Menzelinsk,RU,55.7271,53.1026,61.84,58,8,8.28,clear sky
636,Nogales,MX,31.3086,-110.9422,74.35,60,93,1.99,overcast clouds
637,Uzhur,RU,55.3036,89.8339,67.57,69,100,1.81,overcast clouds
638,Arbagar,RU,51.9438,116.2805,67.08,71,63,6.17,broken clouds
639,Buraydah,SA,26.326,43.975,90.05,18,6,5.61,clear sky
640,Corner Brook,CA,48.9667,-57.9484,55.53,99,100,3.58,overcast clouds
641,Lesnoy,RU,57.6198,63.0784,63.18,70,100,1.92,overcast clouds
642,Madinat Sittah Uktubar,EG,29.8167,31.05,78.4,70,0,7.07,clear sky
643,Bilibino,RU,68.0546,166.4372,63.19,43,97,13.15,overcast clouds
644,Selizharovo,RU,56.8519,33.4487,55.29,72,100,3.04,overcast clouds
645,Baykit,RU,61.67,96.37,80.58,44,27,3.69,scattered clouds
646,Port-De-Bouc,FR,43.4,4.9833,79.02,44,0,9.22,clear sky
647,Maraa,BR,-1.8333,-65.3667,72.84,98,100,2.06,overcast clouds
648,Belgrade,RS,44.804,20.4651,64.06,78,0,3.44,clear sky
649,Sechura,PE,-5.5569,-80.8222,65.46,79,0,13.38,clear sky
650,Ponta Delgada,PT,37.7333,-25.6667,70.52,100,75,9.22,mist
651,Snasa,NO,64.2457,12.3778,50.54,92,98,1.83,overcast clouds
652,Joshimath,IN,30.5667,79.5667,78.87,68,51,4.03,broken clouds
653,Nalut,LY,30.3333,10.85,77.02,23,0,10.71,clear sky
654,Moosomin,CA,50.1333,-101.6677,64.65,41,2,9.22,clear sky
655,Neuquen,AR,-38.9516,-68.0591,46.29,49,0,2.3,light rain
656,Mount Isa,AU,-20.7333,139.5,74.97,27,2,5.75,clear sky
657,Mandawar,IN,29.5,78.1333,89.62,61,43,2.13,scattered clouds
658,Calabozo,VE,8.9242,-67.4293,73.83,97,98,1.99,overcast clouds
659,Chapais,CA,49.7834,-74.8492,58.78,67,47,3.78,scattered clouds
660,Tombouctou,ML,20.0,-3.0,87.22,43,22,10.02,few clouds
661,Bognor Regis,GB,50.7821,-0.6798,64.51,94,97,20.02,moderate rain
662,Iracoubo,GF,5.4802,-53.2011,77.29,89,59,11.05,broken clouds
663,Shimanovsk,RU,52.0,127.7,83.32,55,29,12.88,scattered clouds
664,Afsin,TR,38.2477,36.914,58.28,60,0,4.76,clear sky
665,Nizhniy Ingash,RU,56.2,96.53,76.73,44,0,13.4,clear sky
